"(PDH-CSV 4.0) (","\\YUUSUKE-VAIO\MSSQL$INS_NISHI2016:Memory Manager\Database Cache Memory (KB)","\\YUUSUKE-VAIO\MSSQL$INS_NISHI2016:Memory Manager\Connection Memory (KB)","\\YUUSUKE-VAIO\MSSQL$INS_NISHI2016:Memory Manager\Free Memory (KB)","\\YUUSUKE-VAIO\MSSQL$INS_NISHI2016:Memory Manager\Lock Memory (KB)","\\YUUSUKE-VAIO\MSSQL$INS_NISHI2016:Memory Manager\Optimizer Memory (KB)","\\YUUSUKE-VAIO\MSSQL$INS_NISHI2016:Memory Manager\SQL Cache Memory (KB)","\\YUUSUKE-VAIO\MSSQL$INS_NISHI2016:Memory Manager\Stolen Server Memory (KB)","\\YUUSUKE-VAIO\MSSQL$INS_NISHI2016:Memory Manager\Total Server Memory (KB)","\\YUUSUKE-VAIO\Memory\Page Faults/sec","\\YUUSUKE-VAIO\Memory\Available Bytes","\\YUUSUKE-VAIO\Memory\Committed Bytes","\\YUUSUKE-VAIO\Memory\Commit Limit","\\YUUSUKE-VAIO\Memory\Write Copies/sec","\\YUUSUKE-VAIO\Memory\Transition Faults/sec","\\YUUSUKE-VAIO\Memory\Cache Faults/sec","\\YUUSUKE-VAIO\Memory\Demand Zero Faults/sec","\\YUUSUKE-VAIO\Memory\Pages/sec","\\YUUSUKE-VAIO\Memory\Pages Input/sec","\\YUUSUKE-VAIO\Memory\Page Reads/sec","\\YUUSUKE-VAIO\Memory\Pages Output/sec","\\YUUSUKE-VAIO\Memory\Pool Paged Bytes","\\YUUSUKE-VAIO\Memory\Pool Nonpaged Bytes","\\YUUSUKE-VAIO\Memory\Page Writes/sec","\\YUUSUKE-VAIO\Memory\Pool Paged Allocs","\\YUUSUKE-VAIO\Memory\Pool Nonpaged Allocs","\\YUUSUKE-VAIO\Memory\Free System Page Table Entries","\\YUUSUKE-VAIO\Memory\Cache Bytes","\\YUUSUKE-VAIO\Memory\Cache Bytes Peak","\\YUUSUKE-VAIO\Memory\Pool Paged Resident Bytes","\\YUUSUKE-VAIO\Memory\System Code Total Bytes","\\YUUSUKE-VAIO\Memory\System Code Resident Bytes","\\YUUSUKE-VAIO\Memory\System Driver Total Bytes","\\YUUSUKE-VAIO\Memory\System Driver Resident Bytes","\\YUUSUKE-VAIO\Memory\System Cache Resident Bytes","\\YUUSUKE-VAIO\Memory\% Committed Bytes In Use","\\YUUSUKE-VAIO\Memory\Available KBytes","\\YUUSUKE-VAIO\Memory\Available MBytes","\\YUUSUKE-VAIO\Memory\Transition Pages RePurposed/sec","\\YUUSUKE-VAIO\Memory\Free & Zero Page List Bytes","\\YUUSUKE-VAIO\Memory\Modified Page List Bytes","\\YUUSUKE-VAIO\Memory\Standby Cache Reserve Bytes","\\YUUSUKE-VAIO\Memory\Standby Cache Normal Priority Bytes","\\YUUSUKE-VAIO\Memory\Standby Cache Core Bytes","\\YUUSUKE-VAIO\Memory\Long-Term Average Standby Cache Lifetime (s)","\\YUUSUKE-VAIO\MSSQL$INS_NISHI2016:Memory Manager\Target Server Memory (KB)","\\YUUSUKE-VAIO\MSSQL$INS_NISHI2016:Plan Cache(Temporary Tables & Table Variables)\Cache Hit Ratio","\\YUUSUKE-VAIO\MSSQL$INS_NISHI2016:Plan Cache(Temporary Tables & Table Variables)\Cache Pages","\\YUUSUKE-VAIO\MSSQL$INS_NISHI2016:Plan Cache(Temporary Tables & Table Variables)\Cache Object Counts","\\YUUSUKE-VAIO\MSSQL$INS_NISHI2016:Plan Cache(Temporary Tables & Table Variables)\Cache Objects in use","\\YUUSUKE-VAIO\MSSQL$INS_NISHI2016:Plan Cache(Extended Stored Procedures)\Cache Hit Ratio","\\YUUSUKE-VAIO\MSSQL$INS_NISHI2016:Plan Cache(Extended Stored Procedures)\Cache Pages","\\YUUSUKE-VAIO\MSSQL$INS_NISHI2016:Plan Cache(Extended Stored Procedures)\Cache Object Counts","\\YUUSUKE-VAIO\MSSQL$INS_NISHI2016:Plan Cache(Extended Stored Procedures)\Cache Objects in use","\\YUUSUKE-VAIO\MSSQL$INS_NISHI2016:Plan Cache(Bound Trees)\Cache Hit Ratio","\\YUUSUKE-VAIO\MSSQL$INS_NISHI2016:Plan Cache(Bound Trees)\Cache Pages","\\YUUSUKE-VAIO\MSSQL$INS_NISHI2016:Plan Cache(Bound Trees)\Cache Object Counts","\\YUUSUKE-VAIO\MSSQL$INS_NISHI2016:Plan Cache(Bound Trees)\Cache Objects in use","\\YUUSUKE-VAIO\MSSQL$INS_NISHI2016:Plan Cache(SQL Plans)\Cache Hit Ratio","\\YUUSUKE-VAIO\MSSQL$INS_NISHI2016:Plan Cache(SQL Plans)\Cache Pages","\\YUUSUKE-VAIO\MSSQL$INS_NISHI2016:Plan Cache(SQL Plans)\Cache Object Counts","\\YUUSUKE-VAIO\MSSQL$INS_NISHI2016:Plan Cache(SQL Plans)\Cache Objects in use","\\YUUSUKE-VAIO\MSSQL$INS_NISHI2016:Plan Cache(Object Plans)\Cache Hit Ratio","\\YUUSUKE-VAIO\MSSQL$INS_NISHI2016:Plan Cache(Object Plans)\Cache Pages","\\YUUSUKE-VAIO\MSSQL$INS_NISHI2016:Plan Cache(Object Plans)\Cache Object Counts","\\YUUSUKE-VAIO\MSSQL$INS_NISHI2016:Plan Cache(Object Plans)\Cache Objects in use","\\YUUSUKE-VAIO\MSSQL$INS_NISHI2016:Plan Cache(_Total)\Cache Hit Ratio","\\YUUSUKE-VAIO\MSSQL$INS_NISHI2016:Plan Cache(_Total)\Cache Pages","\\YUUSUKE-VAIO\MSSQL$INS_NISHI2016:Plan Cache(_Total)\Cache Object Counts","\\YUUSUKE-VAIO\MSSQL$INS_NISHI2016:Plan Cache(_Total)\Cache Objects in use","\\YUUSUKE-VAIO\MSSQL$INS_NISHI2016:Buffer Manager\Buffer cache hit ratio","\\YUUSUKE-VAIO\MSSQL$INS_NISHI2016:Buffer Manager\Lazy writes/sec","\\YUUSUKE-VAIO\MSSQL$INS_NISHI2016:Buffer Manager\Page life expectancy","\\YUUSUKE-VAIO\Memory\Available MBytes","\\YUUSUKE-VAIO\Memory\Page Reads/sec","\\YUUSUKE-VAIO\Memory\Page Writes/sec","\\YUUSUKE-VAIO\Memory\Page Faults/sec","\\YUUSUKE-VAIO\Memory\System Cache Resident Bytes","\\YUUSUKE-VAIO\MSSQL$INS_NISHI2016:Buffer Manager\Lazy writes/sec","\\YUUSUKE-VAIO\MSSQL$INS_NISHI2016:Buffer Manager\Page life expectancy","\\YUUSUKE-VAIO\MSSQL$INS_NISHI2016:Latches\Total Latch Wait Time (ms)","\\YUUSUKE-VAIO\MSSQL$INS_NISHI2016:Memory Manager\Granted Workspace Memory (KB)","\\YUUSUKE-VAIO\MSSQL$INS_NISHI2016:Memory Manager\Reserved Server Memory (KB)"
"11/28/2016 21:49:10.414","49336","1328","719216","15088","1016","1688","280016","1048568","2691.9189612351884","715206656","6687408128","10651525120","84.973200404843652","904.1789074880536","144.52450104192488","1459.4572535965019","950.31865470434684","950.31865470434684","240.10684071992924","0","389283840","213114880","0","249019","210718","12276029","100712448","251469824","176304128","0","0","20398080","26128384","100712448","62.783573738593411","698444","682","0","111345664","5799936","129798144","309936128","164126720","616","1048576","87.407407407407405","3","0","0","92.660550458715591","3","1","0","80.452127659574472","1","0","0","81.498829039812648","356","8","3","94.558521560574945","1","0","0","86.437677053824359","364","9","3","100","0","18","682","240.10684071992924","0","2691.9189612351884","100712448","0","18","12.410691225206847","0","0"
"11/28/2016 21:49:20.422","49336","1328","719216","15088","1016","1688","280016","1048568","10241.241238582335","683253760","6732050432","10651525120","17.187482246881672","4257.6990905531056","232.63057366709612","5754.608881589661","439.77970563096648","439.77970563096648","158.18479300473072","0","389292032","213118976","0","254471","212948","12276092","102658048","251469824","176336896","0","0","20398080","26128384","102658048","63.202690282910403","667240","651","0","66826240","5251072","138182656","314126336","164118528","591","1048576","87.407407407407405","3","0","0","92.660550458715591","3","1","0","80.452127659574472","1","0","0","81.54205607476635","356","8","3","94.558521560574945","1","0","0","86.447275300778486","364","9","3","100","0","28","651","158.18479300473072","0","10241.241238582335","102658048","0","28","0","0","0"
"11/28/2016 21:49:30.423","49648","1336","718144","15088","1016","1688","280776","1048568","3157.5024762706939","635326464","6790578176","10651525120","19.696896384589195","678.49309068945308","354.64411916821251","2240.1470228259941","386.53909351686201","386.53909351686201","150.07635265618467","0","389537792","213217280","0","259568","215944","12276004","105480192","251469824","176623616","0","0","20398080","26128384","105480192","63.752167877345244","620436","605","0","4685824","9449472","143376384","323141632","164122624","566","1048576","87.407407407407405","3","0","0","92.660550458715591","3","1","0","80.452127659574472","1","0","0","81.416957026713121","408","9","4","94.558521560574945","1","0","0","86.400565171317552","416","10","4","100","0","38","605","150.07635265618467","0","3157.5024762706939","105480192","0","38","19.296959402160986","0","0"
"11/28/2016 21:49:40.425","125624","1360","639656","15088","1016","1688","283288","1048568","10628.91563958303","542994432","6880337920","10651525120","211.76245743158427","6280.7865030192124","503.2107876549403","3776.130544039695","157.67204691671785","157.67204691671785","46.391775376890983","0","389259264","213958656","0","261097","219946","12275654","104235008","251469824","176607232","0","0","20398080","26128384","104235008","64.594861698077651","530268","517","2199.7100216960744","2551808","11960320","49532928","326737920","164171776","492","1048576","87.407407407407405","3","0","0","92.660550458715591","3","1","0","80.238726790450926","81","0","0","81.242807825086302","473","9","6","94.558521560574945","1","0","0","86.27243928194298","561","10","6","99.975579379227824","0","47","517","46.391775376890983","0","10628.91563958303","104235008","0","47","1013.3203522517027","0","0"
"11/28/2016 21:49:50.420","269376","1360","488496","15088","1016","1688","290696","1048568","1600.1267454175954","532852736","6886215680","10651525120","12.406410081396976","290.65017166498563","55.528690283671949","1240.2408013628783","67.734996976659303","67.734996976659303","15.608064295951035","0","389226496","213491712","0","261312","219218","12275778","105975808","251469824","176586752","0","0","20398080","26128384","105975808","64.650044030502173","520364","508","313.06175116686404","1421312","12328960","40570880","326709248","164151296","446","1048576","87.407407407407405","3","0","0","92.660550458715591","3","1","0","80.141843971631204","318","20","0","80.67039106145252","1023","19","6","94.364754098360663","15","2","0","85.781830462681526","1362","42","6","99.995217057037479","0","58","508","15.608064295951035","0","1600.1267454175954","105975808","0","58","1629.0416850427869","0","0"
"11/28/2016 21:50:00.423","654768","1360","99952","15088","1016","1688","293864","1048584","1689.411608161088","543576064","6876160000","10651525120","12.29644522183643","286.2172574806317","36.28950906932215","1363.9057086301984","53.884422557478338","53.884422557478338","13.696040612939763","0","389226496","213233664","0","261574","219381","12275025","106995712","251469824","176615424","0","0","20398080","26128384","106995712","64.555638019281119","530836","518","172.45014640380359","17158144","11669504","35917824","326356992","164143104","439","1048576","87.407407407407405","3","0","0","92.660550458715591","3","1","0","80.534759358288767","407","34","0","80.60021436227224","1310","27","6","94.364754098360663","15","2","0","85.654145077720216","1738","64","6","99.998331946214918","0","68","518","13.696040612939763","0","1689.411608161088","106995712","0","68","1669.4173882881832","0","0"
"11/28/2016 21:50:10.419","716920","1360","33304","15088","1016","1696","298344","1048568","2858.2471968667751","521482240","6892556288","10651525120","29.210702137935684","664.94362024266604","24.508979533541925","2150.6879632310934","45.016493020791295","45.016493020791295","11.004031627304538","0","389201920","213311488","0","261787","219870","12274822","107913216","251469824","176619520","0","0","20398080","26128384","107913216","64.709571731263964","509260","497","213.57825022086536","2744320","10473472","27918336","326701056","164118528","441","1048576","87.407407407407405","3","0","0","92.660550458715591","3","1","0","80.681818181818173","528","50","0","80.535530381050464","1598","35","6","94.364754098360663","15","2","0","86.355277675616037","2147","88","6","99.998159802730854","2.4008796277755358","78","497","11.004031627304538","0","2858.2471968667751","107913216","2.4008796277755358","78","1707.7256719065069","0","0"
"11/28/2016 21:50:20.424","705224","1360","33952","15088","1016","1696","309392","1048568","2481.1292053413426","502935552","6900019200","10651525120","10.894420052457555","364.91309735341775","88.654592536971109","1890.6316487365791","113.34194806868686","113.34194806868686","70.064114282318769","0","383709184","213209088","0","260754","220274","12275330","110792704","251469824","171134976","0","0","20398080","26128384","110792704","64.779635988878937","491148","479","650.76668772065273","7217152","10133504","4874240","326729728","164114432","428","1048576","87.407407407407405","3","0","0","92.660550458715591","3","1","0","81.174438687392055","579","58","0","80.505050505050505","1803","40","7","94.364754098360663","15","2","0","86.303334528504834","2403","101","7","99.998181560642081","5.2972868144977108","88","479","70.064114282318769","0","2481.1292053413426","110792704","5.2972868144977108","88","1764.7960996903032","0","0"
"11/28/2016 21:50:30.420","712392","1344","32592","15088","1016","1704","303584","1048568","1054.9734240094194","500695040","6896234496","10651525120","10.904893619443026","201.09024013835304","0.80035916472976332","840.07698827947786","19.30866484910554","19.30866484910554","2.4010774941892903","0","383709184","213082112","0","260769","220229","12274967","110792704","251469824","171122688","0","0","20398080","26132480","110792704","64.744103950439722","488960","477","0","4263936","10027008","6635520","325681152","164114432","413","1048576","87.407407407407405","3","0","0","92.660550458715591","3","1","0","81.413210445468508","639","66","0","80.46875","2006","45","6","94.364754098360663","15","2","0","87.368862778010907","2666","114","6","99.998101023548301","2.9013019721453923","97","477","2.4010774941892903","0","1054.9734240094194","110792704","2.9013019721453923","97","1238.6558523149001","0","0"
"11/28/2016 21:50:40.427","711424","1344","34552","15088","1016","1704","302592","1048568","1347.0740922031366","500137984","6894587904","10651525120","10.891705070109182","262.69993237905544","0.59954339835463399","1015.9262885119272","26.479833427329666","26.479833427329666","2.6979452925958527","0","383705088","213086208","0","260717","220074","12275330","110706688","251469824","171126784","0","0","20398080","26132480","110706688","64.728645206443446","488416","476","0","2396160","9842688","7217152","326438912","164085760","412","1048576","87.407407407407405","3","0","0","92.660550458715591","3","1","0","81.413210445468508","639","66","0","80.54474708171206","2006","45","6","94.364754098360663","15","2","0","87.379454926624732","2666","114","6","99.998128197856971","9.1929987747710538","9","476","2.6979452925958527","0","1347.0740922031366","110706688","9.1929987747710538","9","884.92605597143972","0","0"
"11/28/2016 21:50:50.419","712456","1368","32376","15088","1480","1704","303736","1048568","1135.892120835199","497410048","6895046656","10651525120","10.909528696011691","211.98515392800698","1.2010490307535806","896.28283919985961","10.809441276782227","10.809441276782227","1.4012238692125107","0","383705088","213123072","0","260745","219779","12275299","110714880","251469824","171126784","0","0","20398080","26132480","110714880","64.732952120193659","485752","474","95.483397944909669","2965504","9605120","4304896","326057984","164081664","411","1048576","87.407407407407405","3","0","0","92.660550458715591","3","1","0","81.413210445468508","639","66","0","80.620155038759691","2006","45","6","94.087665647298678","73","4","1","87.290969899665555","2724","116","7","99.994874464239132","6.6057696691446939","7","474","1.4012238692125107","0","1135.892120835199","110714880","6.6057696691446939","7","1413.6347091969644","0","0"
"11/28/2016 21:51:00.430","708504","1392","33368","15088","1016","1704","306696","1048568","1560.895118976244","492396544","6891155456","10651525120","18.479815500486698","534.01672251676689","4.095526678486241","908.20801367797321","18.180142816695021","18.180142816695021","2.6970541541250856","0","383700992","213024768","0","260644","219994","12276128","110059520","251469824","171241472","0","0","20398080","26132480","110059520","64.696420262491017","480856","469","150.13601457962977","2564096","9277440","397312","325353472","164081664","409","1048576","84.285714285714292","4","5","4","92.660550458715591","3","1","0","80.669710806697097","657","72","0","80.6949806949807","2012","45","6","93.800813008130078","341","8","1","86.794019933554821","3017","131","11","99.998320447432803","9.989089459722539","9","469","2.6970541541250856","0","1560.895118976244","110059520","9.989089459722539","9","1981.9352397035489","0","0"
"11/28/2016 21:51:10.428","708000","1392","32768","15088","1016","1704","307800","1048568","1394.264173008622","485171200","6889684992","10651525120","10.901283613653238","251.52961732420087","142.41676941139644","940.9107911674281","142.41676941139644","142.41676941139644","2.2002590779850575","0","389021696","213028864","0","260085","219668","12276231","111239168","251469824","176558080","0","0","20398080","26132480","111239168","64.682615065738119","473800","462","340.44008643005162","4444160","9187328","749568","315895808","164081664","403","1048576","83.098591549295776","4","7","0","92.660550458715591","3","1","0","80.669710806697097","657","72","0","80.769230769230774","2012","45","6","93.6105476673428","419","10","0","86.661143330571662","3095","135","6","99.924680269637065","6.6007772339551716","8","462","2.2002590779850575","0","1394.264173008622","111239168","6.6007772339551716","8","1448.470555748072","0","0"
"11/28/2016 21:51:20.423","707408","1392","33544","15088","1016","1704","307616","1048568","1416.7505418975891","484646912","6889213952","10651525120","13.307049581382723","322.27072707995302","1.4007420611981813","1001.1303617392144","8.8046643846742825","8.8046643846742825","1.5007950655694799","0","389001216","212930560","0","260005","219303","12276363","107663360","251469824","176541696","0","0","20398080","26132480","107663360","64.678192788226738","473288","462","43.923268919000115","2752512","9019392","196608","317616128","164081664","401","1048576","83.098591549295776","4","7","0","92.660550458715591","3","1","0","80.669710806697097","657","72","0","80.842911877394641","2012","45","6","93.6105476673428","419","10","0","86.672185430463571","3095","135","6","99.998629607601842","6.9036573016196074","9","462","1.5007950655694799","0","1416.7505418975891","107663360","6.9036573016196074","9","1053.7582420385174","0","0"
"11/28/2016 21:51:30.422","708024","1392","32768","15088","1016","1704","307776","1048568","1111.8405715472702","480800768","6893268992","10651525120","12.901631171143102","266.03363500186549","3.8004805000266497","808.10216947935078","18.102288697495357","18.102288697495357","2.5003161184385854","0","388657152","212930560","0","258966","218599","12276448","107368448","251469824","176214016","0","0","20398080","26132480","107368448","64.716262829411605","469532","458","99.112530934905521","2412544","8646656","0","314396672","163991552","401","1048576","83.098591549295776","4","7","0","92.660550458715591","3","1","0","80.669710806697097","657","72","0","80.916030534351151","2012","45","6","93.6105476673428","419","10","0","86.683209263854422","3095","135","6","99.955079595803937","1.4001770263256079","8","458","2.5003161184385854","0","1111.8405715472702","107368448","1.4001770263256079","8","800.70123376877257","0","0"
"11/28/2016 21:51:40.423","707576","1392","33424","15088","1016","1704","307568","1048568","931.94976569274456","492261376","6893522944","10651525120","10.898243156368325","272.25611114487111","6.9988717517961723","626.7989573144315","36.494116991508612","36.494116991508612","3.9993552867406699","0","388653056","212897792","0","258842","218407","12275627","107229184","251469824","176205824","0","0","20398080","26132480","107229184","64.718647013809033","480724","469","0","14544896","8151040","937984","312774656","164003840","404","1048576","83.098591549295776","4","7","0","92.660550458715591","3","1","0","80.669710806697097","657","72","0","80.98859315589354","2012","45","6","93.6105476673428","419","10","0","86.694214876033058","3095","135","6","99.998475351193321","0","12","469","3.9993552867406699","0","931.94976569274456","107229184","0","12","873.05925909548819","0","0"
"11/28/2016 21:51:50.418","707728","1392","32992","15088","1016","1704","307848","1048568","945.9242981787678","491266048","6889009152","10651525120","11.506377648673398","214.11867972313973","7.3040484204622436","683.87905416245803","13.807653178408078","13.807653178408078","6.3034938423167306","0","388612096","212877312","0","258795","218342","12275566","107356160","251469824","176164864","0","0","20398080","26132480","107356160","64.676270058873968","479752","468","0","12861440","8196096","1196032","313188352","164020224","409","1048576","83.098591549295776","4","7","0","92.660550458715591","3","1","0","80.669710806697097","657","72","0","81.060606060606062","2012","45","6","93.623481781376512","419","10","0","86.71617161716172","3095","135","6","99.998861797563109","5.3029392641712176","8","468","6.3034938423167306","0","945.9242981787678","107356160","5.3029392641712176","8","887.39185535725528","0","0"
"11/28/2016 21:52:00.427","706608","1392","33496","15088","1016","1704","308464","1048568","1110.9889072295559","489287680","6889119744","10651525120","11.189816331808478","303.6236770746961","13.587634117196007","747.41978552017156","106.80280052413627","106.80280052413627","20.880996547749749","0","388608000","212824064","0","258427","217763","12276519","107163648","251469824","176205824","0","0","20398080","26132480","107163648","64.677308332724465","477820","466","0","7127040","7319552","3850240","314191872","164118528","409","1048576","83.098591549295776","4","7","0","92.660550458715591","3","1","0","80.669710806697097","657","72","0","81.132075471698116","2012","45","6","93.623481781376512","419","10","0","86.727122835943931","3095","135","6","99.99781357243134","3.5967266780812963","9","466","20.880996547749749","0","1110.9889072295559","107163648","3.5967266780812963","9","1009.0816513505858","0","0"
"11/28/2016 21:52:10.424","707208","1392","33160","15088","1016","1704","308200","1048568","1280.4444783045078","483233792","6889467904","10651525120","17.104601655344961","340.19152181186087","18.805059129852939","880.53689106433728","91.024488341309436","91.024488341309436","12.403336872881725","0","388624384","212733952","0","258626","218124","12275703","107245568","251469824","176222208","0","0","20398080","26132480","107245568","64.680576972624181","471908","460","68.918541172705716","2613248","7299072","1855488","314740736","164024320","407","1048576","83.098591549295776","4","7","0","92.660550458715591","3","1","0","80.669710806697097","657","72","0","81.203007518796994","2012","45","6","93.623481781376512","419","10","0","86.738056013179573","3095","135","6","99.998288839597961","1.3003498334472776","11","460","12.403336872881725","0","1280.4444783045078","107245568","1.3003498334472776","11","893.34033557827979","0","0"
"11/28/2016 21:52:20.417","707088","1392","33872","15088","1016","1704","307608","1048568","2724.0094289167973","455634944","6909243392","10651525120","31.423180039672093","777.07322614029874","31.623327683236884","1609.4872757262622","104.3769961190382","104.3769961190382","13.509965940623353","0","388587520","212979712","0","259378","219300","12274938","107417600","251469824","176226304","0","0","20398080","26132480","107417600","64.86623571892774","444956","434","852.42881394244239","5001216","4747264","1261568","285593600","163778560","402","1048576","83.098591549295776","4","7","0","92.660550458715591","3","1","0","80.669710806697097","657","72","0","81.273408239700373","2012","45","6","93.623481781376512","419","10","0","86.748971193415642","3095","135","6","99.998364176622729","1.1008120396063472","10","434","13.509965940623353","0","2724.0094289167973","107417600","1.1008120396063472","10","888.35531596232227","0","0"
"11/28/2016 21:52:30.421","707640","1392","32712","15088","1016","1704","308216","1048568","2144.6014425525777","459382784","6904459264","10651525120","13.094513585382785","375.24277862234334","20.891246865229025","1742.8697624025515","17.792545177085007","17.792545177085007","3.4985341640335688","0","388583424","212951040","0","259610","219085","12275701","107958272","251469824","176222208","0","0","20398080","26132480","107958272","64.821320761247009","448616","438","0","8093696","7446528","4980736","282869760","163438592","385","1048576","83.098591549295776","4","7","0","92.660550458715591","3","1","0","80.669710806697097","657","72","0","81.343283582089555","2012","45","6","93.623481781376512","419","10","0","86.75986842105263","3095","135","6","99.998606483798639","0.59974871383432604","9","438","3.4985341640335688","0","2144.6014425525777","107958272","0.59974871383432604","9","916.7159090957673","0","0"
"11/28/2016 21:52:40.426","707992","1392","32744","15088","1016","1704","307832","1048568","1855.4042897187221","463233024","6896500736","10651525120","11.4944509679283","334.73840253558154","5.7972013577377517","1508.2718704872875","20.390156499629335","20.390156499629335","3.898118154340902","0","388579328","213098496","0","259552","219065","12275430","107933696","251469824","176230400","0","0","20398080","26132480","107933696","64.746603498598333","452376","441","0","10006528","7913472","6037504","283250688","163938304","383","1048576","83.098591549295776","4","7","0","92.660550458715591","3","1","0","80.669710806697097","657","72","0","81.412639405204459","2012","45","6","93.623481781376512","419","10","0","86.770747740345115","3095","135","6","99.998523818193448","1.3993244656608366","9","441","3.898118154340902","0","1855.4042897187221","107933696","1.3993244656608366","9","731.04708156023992","0","0"
"11/28/2016 21:52:50.423","707752","1392","33000","15088","1016","1704","307816","1048568","1419.2520772877417","461144064","6897397760","10651525120","14.803672382732101","329.68178495597977","6.9017121243818575","1065.4643123031237","26.106476296574851","26.106476296574851","3.2007940286988323","0","388575232","212951040","0","259590","219233","12275451","108081152","251469824","176271360","0","0","20398080","26132480","108081152","64.755025053163465","450336","439","0","7151616","8024064","7229440","282841088","163921920","386","1048576","83.098591549295776","4","7","0","92.660550458715591","3","1","0","80.669710806697097","657","72","0","81.481481481481481","2012","45","6","93.63636363636364","419","10","0","86.79245283018868","3095","135","6","99.998338461027217","3.1007692153019941","10","439","3.2007940286988323","0","1419.2520772877417","108081152","3.1007692153019941","10","931.03096309777288","0","0"
"11/28/2016 21:53:00.418","708136","1392","32776","15088","1016","1704","307656","1048568","694.7579239758262","462118912","6895755264","10651525120","11.906133777811537","217.61210896420246","1.6008247096217192","469.34179455221783","5.5028349393246598","5.5028349393246598","1.4007216209190043","0","388575232","212889600","0","259559","219362","12275451","108113920","251469824","176205824","0","0","20398080","26132480","108113920","64.739604763754244","451288","440","0","8445952","8089600","7426048","282324992","163921920","387","1048576","83.098591549295776","4","7","0","92.660550458715591","3","1","0","80.669710806697097","657","72","0","81.54981549815497","2012","45","6","93.63636363636364","419","10","0","86.803278688524586","3095","135","6","99.998607847286408","0.90046389916221714","8","440","1.4007216209190043","0","694.7579239758262","108113920","0.90046389916221714","8","928.97858930235395","0","0"
"11/28/2016 21:53:10.419","708112","1392","33144","15088","1016","1704","307312","1048568","1054.3159893924133","455634944","6904926208","10651525120","14.198868597659589","371.67038434859643","20.098398507954769","646.74846542015644","71.094335020675828","71.094335020675828","17.898573795641312","0","388567040","212815872","0","259406","219009","12275958","107270144","251469824","176193536","0","0","20398080","26132480","107270144","64.825704584171319","444956","434","90.792765399119062","2498560","9633792","6172672","283009024","163954688","390","1048576","83.098591549295776","4","7","0","92.660550458715591","3","1","0","80.669710806697097","657","72","0","81.617647058823522","2012","45","6","93.63636363636364","419","10","0","86.814086814086806","3095","135","6","99.997883775168745","0.49996016188942211","8","434","17.898573795641312","0","1054.3159893924133","107270144","0.49996016188942211","8","644.64863274022093","0","0"
"11/28/2016 21:53:20.426","708272","1392","32712","15088","1016","1704","307584","1048568","943.11288283470606","466616320","6893031424","10651525120","18.186749806729868","439.87952005068615","4.4967238533123304","496.13853181546045","3.8971606728706862","3.8971606728706862","0.99927196740274005","0","383074304","212955136","0","258133","218752","12275958","107397120","251469824","170688512","0","0","20398080","26132480","107397120","64.714032463362386","455680","445","0","12247040","7086080","7069696","283353088","163946496","389","1048576","83.098591549295776","4","7","0","92.660550458715591","3","1","0","80.669710806697097","657","72","0","81.684981684981679","2012","45","6","93.63636363636364","419","10","0","86.824877250409159","3095","135","6","99.998859485799173","2.0984711315457543","9","445","0.99927196740274005","0","943.11288283470606","107397120","2.0984711315457543","9","967.69497323281348","0","0"
"11/28/2016 21:53:30.426","707504","1272","33016","15088","1016","1704","308048","1048568","3997.1967659214165","749924352","6896975872","10651525120","11.100268720254116","546.01321813141863","2.7000653643861363","3219.3779361364032","76.401849570037328","27.10065606476455","3.1000750479988972","49.301193505272785","383074304","215691264","3.2000774689020872","258110","226418","12275726","107421696","251469824","170680320","0","0","20398080","26132480","107421696","64.751064230696755","732348","715","0","229335040","593920","9465856","347209728","163946496","472","1048576","83.098591549295776","4","7","0","92.660550458715591","3","1","0","80.669710806697097","657","72","0","81.751824817518255","2012","45","6","93.63636363636364","419","10","0","86.835650040883067","3095","135","6","99.998182146864352","2.4000581016765654","8","715","3.1000750479988972","3.2000774689020872","3997.1967659214165","107421696","2.4000581016765654","8","880.5213160525899","0","0"
"11/28/2016 21:53:40.415","707832","1304","32712","15088","1016","1704","308024","1048568","2377.8441010813199","734945280","6835109888","10651525120","0.30032131954885533","1856.386183237991","3.003213195488553","340.06384083582049","33.235559363406651","33.235559363406651","4.304605580200259","0","383074304","214884352","0","258122","220515","12275974","107528192","251469824","170668032","0","0","20398080","26132480","107528192","64.170246147811739","717720","700","0","280952832","1175552","11956224","278089728","163946496","605","1048576","83.098591549295776","4","7","0","92.660550458715591","3","1","0","80.669710806697097","657","72","0","81.818181818181827","2012","45","6","93.63636363636364","419","10","0","86.846405228758172","3095","135","6","99.998666072624346","0.30032131954885533","11","700","4.304605580200259","0","2377.8441010813199","107528192","0.30032131954885533","11","860.620794720503","0","0"
