(PDH-CSV 4.0) (,\\YUUSUKE-VAIO\Memory\Available Bytes,\\YUUSUKE-VAIO\MSSQL$INS_NISHI2016:Memory Manager\Connection Memory (KB),\\YUUSUKE-VAIO\MSSQL$INS_NISHI2016:Memory Manager\Database Cache Memory (KB),\\YUUSUKE-VAIO\MSSQL$INS_NISHI2016:Memory Manager\Free Memory (KB),\\YUUSUKE-VAIO\MSSQL$INS_NISHI2016:Memory Manager\Granted Workspace Memory (KB),\\YUUSUKE-VAIO\MSSQL$INS_NISHI2016:Memory Manager\Lock Memory (KB),\\YUUSUKE-VAIO\MSSQL$INS_NISHI2016:Memory Manager\Optimizer Memory (KB),\\YUUSUKE-VAIO\MSSQL$INS_NISHI2016:Memory Manager\Reserved Server Memory (KB),\\YUUSUKE-VAIO\MSSQL$INS_NISHI2016:Memory Manager\SQL Cache Memory (KB),\\YUUSUKE-VAIO\MSSQL$INS_NISHI2016:Memory Manager\Stolen Server Memory (KB),\\YUUSUKE-VAIO\MSSQL$INS_NISHI2016:Memory Manager\Log Pool Memory (KB),\\YUUSUKE-VAIO\MSSQL$INS_NISHI2016:Memory Manager\Total Server Memory (KB),\\YUUSUKE-VAIO\MSSQL$INS_NISHI2016:Buffer Manager\Buffer cache hit ratio,\\YUUSUKE-VAIO\MSSQL$INS_NISHI2016:Buffer Manager\Page life expectancy,\\YUUSUKE-VAIO\MSSQL$INS_NISHI2016:Plan Cache(_Total)\Cache Hit Ratio,\\YUUSUKE-VAIO\MSSQL$INS_NISHI2016:Plan Cache(_Total)\Cache Pages
07/22/2016 22:10:20,4452243602.0,1120,69560,89333.84127,0,768,1008.0,0,1608.0,235366.8571,1400,291001.4286,100,10411.35714,45.31023893,2028.214286
07/22/2016 22:10:35,4460383671.0,1120,69560,89533.46032,0,768,1008.0,0,1608.0,235475.4286,1400,290953.1429,100,10426.28571,45.2799792,2033.285714
07/22/2016 22:11:50,4468523739.0,1120,69560,89733.07937,0,768,1008.0,0,1608.0,235584.0,1400,290904.8571,100,10441.21429,45.24971947,2038.357143
07/22/2016 22:11:05,4476663808.0,1120,69560,89932.69841,0,768,1008.0,0,1608.0,235692.5714,1400,290856.5714,100,10456.14286,45.21945974,2043.428571
07/22/2016 22:11:20,4484803877.0,1120,69560,90132.31746,0,768,1008.0,0,1608.0,235801.1429,1400,290808.2857,100,10471.07143,45.18920001,2048.5
07/22/2016 22:11:35,4492943945.0,1120,69560,90331.93651,0,768,1008.0,0,1608.0,235909.7143,1400,290760.0,100,10486.0,45.15894028,2053.571429
07/22/2016 22:12:50,4501084014.0,1120,69560,90531.55556,0,768,1008.0,0,1608.0,236018.2857,1400,290711.7143,100,10500.92857,45.12868055,2058.642857
07/22/2016 22:12:05,4509224082.0,1120,69560,90731.1746,0,768,1008.0,0,1608.0,236126.8571,1400,290663.4286,100,10515.85714,45.09842082,2063.714286
07/22/2016 22:12:20,4517364151.0,1120,69560,90930.79365,0,768,1008.0,0,1608.0,236235.4286,1400,290615.1429,100,10530.78571,45.06816109,2068.785714
07/22/2016 22:12:35,4525504219.0,1120,69560,91130.4127,0,768,1008.0,0,1608.0,236344.0,1400,290566.8571,100,10545.71429,45.03790137,2073.857143
07/22/2016 22:13:50,4533644288.0,1120,69560,91330.03175,0,768,1008.0,0,1608.0,236452.5714,1400,290518.5714,100,10560.64286,45.00764164,2078.928571
07/22/2016 22:13:05,4541784357.0,1120,69560,91529.65079,0,768,1008.0,0,1608.0,236561.1429,1400,290470.2857,100,10575.57143,44.97738191,2084.0
07/22/2016 22:13:20,4549924425.0,1120,69560,91729.26984,0,768,1008.0,0,1608.0,236669.7143,1400,290422.0,100,10590.5,44.94712218,2089.071429
07/22/2016 22:13:50,4558064494.0,1120,69560,91928.88889,0,768,1008.0,0,1608.0,236778.2857,1400,290373.7143,100,10605.42857,44.91686245,2094.142857
07/22/2016 22:14:05,4566204562.0,1120,69560,92128.50794,0,768,1008.0,0,1608.0,236886.8571,1400,290325.4286,100,10620.35714,44.88660272,2099.214286
07/22/2016 22:14:20,4574344631.0,1120,69560,92328.12698,0,768,1008.0,0,1608.0,236995.4286,1400,290277.1429,100,10635.28571,44.85634299,2104.285714
07/22/2016 22:14:35,4582484699.0,1120,69560,92527.74603,0,768,1008.0,0,1608.0,237104.0,1400,290228.8571,100,10650.21429,44.82608326,2109.357143
07/22/2016 22:14:50,4590624768.0,1120,69560,92727.36508,0,768,1008.0,0,1608.0,237212.5714,1400,290180.5714,100,10665.14286,44.79582353,2114.428571
07/22/2016 22:15:05,4598764837.0,1120,69560,92926.98413,0,768,1008.0,0,1608.0,237321.1429,1400,290132.2857,100,10680.07143,44.7655638,2119.5
07/22/2016 22:15:20,4606904905.0,1120,69560,93126.60317,0,768,1008.0,0,1608.0,237429.7143,1400,290084.0,100,10695.0,44.73530407,2124.571429
07/22/2016 22:15:35,4615044974.0,1120,69560,93326.22222,0,768,1008.0,0,1608.0,237538.2857,1400,290035.7143,100,10709.92857,44.70504434,2129.642857
07/22/2016 22:15:50,4623185042.0,1120,69560,93525.84127,0,768,1008.0,0,1608.0,237646.8571,1400,289987.4286,100,10724.85714,44.67478461,2134.714286
07/22/2016 22:16:05,4631325111.0,1120,69560,93725.46032,0,768,1008.0,0,1608.0,237755.4286,1400,289939.1429,100,10739.78571,44.64452488,2139.785714
07/22/2016 22:16:20,4639465179.0,1120,69560,93925.07937,0,768,1008.0,0,1608.0,237864.0,1400,289890.8571,100,10754.71429,44.61426515,2144.857143
07/22/2016 22:16:35,4647605248.0,1120,69560,94124.69841,0,768,1008.0,0,1608.0,237972.5714,1400,289842.5714,100,10769.64286,44.58400542,2149.928571
07/22/2016 22:16:50,4655745317.0,1120,69560,94324.31746,0,768,1008.0,0,1608.0,238081.1429,1400,289794.2857,100,10784.57143,44.55374569,2155.0
07/22/2016 22:17:05,4663885385.0,1120,69560,94523.93651,0,768,1008.0,0,1608.0,238189.7143,1400,289746.0,100,10799.5,44.52348596,2160.071429
07/22/2016 22:17:20,4672025454.0,1120,69560,94723.55556,0,768,1008.0,0,1608.0,238298.2857,1400,289697.7143,100,10814.42857,44.49322623,2165.142857
07/22/2016 22:17:35,4680165522.0,1120,69560,94923.1746,0,768,1008.0,0,1608.0,238406.8571,1400,289649.4286,100,10829.35714,44.46296651,2170.214286
07/22/2016 22:17:50,4688305591.0,1120,69560,95122.79365,0,768,1008.0,0,1608.0,238515.4286,1400,289601.1429,100,10844.28571,44.43270678,2175.285714
07/22/2016 22:18:05,4696445659.0,1120,69560,95322.4127,0,768,1008.0,0,1608.0,238624.0,1400,289552.8571,100,10859.21429,44.40244705,2180.357143
07/22/2016 22:18:20,4704585728.0,1120,69560,95522.03175,0,768,1008.0,0,1608.0,238732.5714,1400,289504.5714,100,10874.14286,44.37218732,2185.428571
07/22/2016 22:18:35,4712725797.0,1120,69560,95721.65079,0,768,1008.0,0,1608.0,238841.1429,1400,289456.2857,100,10889.07143,44.34192759,2190.5
07/22/2016 22:18:50,4720865865.0,1120,69560,95921.26984,0,768,1008.0,0,1608.0,238949.7143,1400,289408.0,100,10904.0,44.31166786,2195.571429
07/22/2016 22:19:05,4729005934.0,1120,69560,96120.88889,0,768,1008.0,0,1608.0,239058.2857,1400,289359.7143,100,10918.92857,44.28140813,2200.642857
07/22/2016 22:19:20,4737146002.0,1120,69560,96320.50794,0,768,1008.0,0,1608.0,239166.8571,1400,289311.4286,100,10933.85714,44.2511484,2205.714286
07/22/2016 22:19:50,4745286071.0,1120,69560,96520.12698,0,768,1008.0,0,1608.0,239275.4286,1400,289263.1429,100,10948.78571,44.22088867,2210.785714
07/22/2016 22:19:05,4753426139.0,1120,69560,96719.74603,0,768,1008.0,0,1608.0,239384.0,1400,289214.8571,100,10963.71429,44.19062894,2215.857143
07/22/2016 22:20:20,4761566208.0,1120,69560,96919.36508,0,768,1008.0,0,1608.0,239492.5714,1400,289166.5714,100,10978.64286,44.16036921,2220.928571
07/22/2016 22:20:35,4769706277.0,1120,69560,97118.98413,0,768,1008.0,0,1608.0,239601.1429,1400,289118.2857,100,10993.57143,44.13010948,2226.0
07/22/2016 22:20:50,4777846345.0,1120,69560,97318.60317,0,768,1008.0,0,1608.0,239709.7143,1400,289070.0,100,11008.5,44.09984975,2231.071429
07/22/2016 22:20:05,4785986414.0,1120,69560,97518.22222,0,768,1008.0,0,1608.0,239818.2857,1400,289021.7143,100,11023.42857,44.06959002,2236.142857
07/22/2016 22:21:20,4794126482.0,1120,69560,97717.84127,0,768,1008.0,0,1608.0,239926.8571,1400,288973.4286,100,11038.35714,44.03933029,2241.214286
07/22/2016 22:21:35,4802266551.0,1120,69560,97917.46032,0,768,1008.0,0,1608.0,240035.4286,1400,288925.1429,100,11053.28571,44.00907056,2246.285714
07/22/2016 22:21:50,4810406619.0,1120,69560,98117.07937,0,768,1008.0,0,1608.0,240144.0,1400,288876.8571,100,11068.21429,43.97881083,2251.357143
07/22/2016 22:21:05,4818546688.0,1120,69560,98316.69841,0,768,1008.0,0,1608.0,240252.5714,1400,288828.5714,100,11083.14286,43.9485511,2256.428571
07/22/2016 22:22:20,4826686757.0,1120,69560,98516.31746,0,768,1008.0,0,1608.0,240361.1429,1400,288780.2857,100,11098.07143,43.91829137,2261.5
07/22/2016 22:22:35,4834826825.0,1120,69560,98715.93651,0,768,1008.0,0,1608.0,240469.7143,1400,288732.0,100,11113.0,43.88803165,2266.571429
07/22/2016 22:22:50,4842966894.0,1120,69560,98915.55556,0,768,1008.0,0,1608.0,240578.2857,1400,288683.7143,100,11127.92857,43.85777192,2271.642857
07/22/2016 22:22:05,4851106962.0,1120,69560,99115.1746,0,768,1008.0,0,1608.0,240686.8571,1400,288635.4286,100,11142.85714,43.82751219,2276.714286
07/22/2016 22:23:20,4859247031.0,1120,69560,99314.79365,0,768,1008.0,0,1608.0,240795.4286,1400,288587.1429,100,11157.78571,43.79725246,2281.785714
07/22/2016 22:23:35,4867387099.0,1120,69560,99514.4127,0,768,1008.0,0,1608.0,240904.0,1400,288538.8571,100,11172.71429,43.76699273,2286.857143
07/22/2016 22:23:50,4875527168.0,1120,69560,99714.03175,0,768,1008.0,0,1608.0,241012.5714,1400,288490.5714,100,11187.64286,43.736733,2291.928571
07/22/2016 22:23:05,4883667237.0,1120,69560,99913.65079,0,768,1008.0,0,1608.0,241121.1429,1400,288442.2857,100,11202.57143,43.70647327,2297.0
07/22/2016 22:24:20,4891807305.0,1120,69560,100113.2698,0,768,1008.0,0,1608.0,241229.7143,1400,288394.0,100,11217.5,43.67621354,2302.071429
07/22/2016 22:24:35,4899947374.0,1120,69560,100312.8889,0,768,1008.0,0,1608.0,241338.2857,1400,288345.7143,100,11232.42857,43.64595381,2307.142857
07/22/2016 22:24:50,4908087442.0,1120,69560,100512.5079,0,768,1008.0,0,1608.0,241446.8571,1400,288297.4286,100,11247.35714,43.61569408,2312.214286
07/22/2016 22:24:05,4916227511.0,1120,69560,100712.127,0,768,1008.0,0,1608.0,241555.4286,1400,288249.1429,100,11262.28571,43.58543435,2317.285714
07/22/2016 22:25:20,4924367579.0,1120,69560,100911.746,0,768,1008.0,0,1608.0,241664.0,1400,288200.8571,100,11277.21429,43.55517462,2322.357143
07/22/2016 22:25:50,4932507648.0,1120,69560,101111.3651,0,768,1008.0,0,1608.0,241772.5714,1400,288152.5714,100,11292.14286,43.52491489,2327.428571
07/22/2016 22:25:05,4940647717.0,1120,69560,101310.9841,0,768,1008.0,0,1608.0,241881.1429,1400,288104.2857,100,11307.07143,43.49465516,2332.5
07/22/2016 22:25:20,4948787785.0,1120,69560,101510.6032,0,768,1008.0,0,1608.0,241989.7143,1400,288056.0,100,11322.0,43.46439543,2337.571429
07/22/2016 22:26:35,4956927854.0,1120,69560,101710.2222,0,768,1008.0,0,1608.0,242098.2857,1400,288007.7143,100,11336.92857,43.4341357,2342.642857
07/22/2016 22:26:50,4965067922.0,1120,69560,101909.8413,0,768,1008.0,0,1608.0,242206.8571,1400,287959.4286,100,11351.85714,43.40387597,2347.714286
07/22/2016 22:26:05,4973207991.0,1120,69560,102109.4603,0,768,1008.0,0,1608.0,242315.4286,1400,287911.1429,100,11366.78571,43.37361624,2352.785714
07/22/2016 22:26:20,4981348059.0,1120,69560,102309.0794,0,768,1008.0,0,1608.0,242424.0,1400,287862.8571,100,11381.71429,43.34335651,2357.857143
07/22/2016 22:27:35,4989488128.0,1120,69560,102508.6984,0,768,1008.0,0,1608.0,242532.5714,1400,287814.5714,100,11396.64286,43.31309678,2362.928571
07/22/2016 22:27:50,4997628197.0,1120,69560,102708.3175,0,768,1008.0,0,1608.0,242641.1429,1400,287766.2857,100,11411.57143,43.28283706,2368.0
07/22/2016 22:27:05,5005768265.0,1120,69560,102907.9365,0,768,1008.0,0,1608.0,242749.7143,1400,287718.0,100,11426.5,43.25257733,2373.071429
07/22/2016 22:27:20,5013908334.0,1120,69560,103107.5556,0,768,1008.0,0,1608.0,242858.2857,1400,287669.7143,100,11441.42857,43.2223176,2378.142857
07/22/2016 22:28:35,5022048402.0,1120,69560,103307.1746,0,768,1008.0,0,1608.0,242966.8571,1400,287621.4286,100,11456.35714,43.19205787,2383.214286
07/22/2016 22:28:50,5030188471.0,1120,69560,103506.7937,0,768,1008.0,0,1608.0,243075.4286,1400,287573.1429,100,11471.28571,43.16179814,2388.285714
07/22/2016 22:28:05,5038328539.0,1120,69560,103706.4127,0,768,1008.0,0,1608.0,243184.0,1400,287524.8571,100,11486.21429,43.13153841,2393.357143
07/22/2016 22:28:20,5046468608.0,1120,69560,103906.0317,0,768,1008.0,0,1608.0,243292.5714,1400,287476.5714,100,11501.14286,43.10127868,2398.428571
07/22/2016 22:29:35,5054608677.0,1120,69560,104105.6508,0,768,1008.0,0,1608.0,243401.1429,1400,287428.2857,100,11516.07143,43.07101895,2403.5
07/22/2016 22:29:50,5062748745.0,1120,69560,104305.2698,0,768,1008.0,0,1608.0,243509.7143,1400,287380.0,100,11531.0,43.04075922,2408.571429
07/22/2016 22:29:05,5070888814.0,1120,69560,104504.8889,0,768,1008.0,0,1608.0,243618.2857,1400,287331.7143,100,11545.92857,43.01049949,2413.642857
07/22/2016 22:29:20,5079028882.0,1120,69560,104704.5079,0,768,1008.0,0,1608.0,243726.8571,1400,287283.4286,100,11560.85714,42.98023976,2418.714286
07/22/2016 22:30:35,5087168951.0,1120,69560,104904.127,0,768,1008.0,0,1608.0,243835.4286,1400,287235.1429,100,11575.78571,42.94998003,2423.785714
07/22/2016 22:30:50,5095309019.0,1120,69560,105103.746,0,768,1008.0,0,1608.0,243944.0,1400,287186.8571,100,11590.71429,42.9197203,2428.857143
07/22/2016 22:30:05,5103449088.0,1120,69560,105303.3651,0,768,1008.0,0,1608.0,244052.5714,1400,287138.5714,100,11605.64286,42.88946057,2433.928571
07/22/2016 22:30:20,5111589157.0,1120,69560,105502.9841,0,768,1008.0,0,1608.0,244161.1429,1400,287090.2857,100,11620.57143,42.85920084,2439.0
07/22/2016 22:31:50,5119729225.0,1120,69560,105702.6032,0,768,1008.0,0,1608.0,244269.7143,1400,287042.0,100,11635.5,42.82894111,2444.071429
07/22/2016 22:31:05,5127869294.0,1120,69560,105902.2222,0,768,1008.0,0,1608.0,244378.2857,1400,286993.7143,100,11650.42857,42.79868138,2449.142857
07/22/2016 22:31:20,5136009362.0,1120,69560,106101.8413,0,768,1008.0,0,1608.0,244486.8571,1400,286945.4286,100,11665.35714,42.76842165,2454.214286
07/22/2016 22:31:35,5144149431.0,1120,69560,106301.4603,0,768,1008.0,0,1608.0,244595.4286,1400,286897.1429,100,11680.28571,42.73816192,2459.285714
07/22/2016 22:32:50,5152289499.0,1120,69560,106501.0794,0,768,1008.0,0,1608.0,244704.0,1400,286848.8571,100,11695.21429,42.7079022,2464.357143
07/22/2016 22:32:05,5160429568.0,1120,69560,106700.6984,0,768,1008.0,0,1608.0,244812.5714,1400,286800.5714,100,11710.14286,42.67764247,2469.428571
07/22/2016 22:32:20,5168569637.0,1120,69560,106900.3175,0,768,1008.0,0,1608.0,244921.1429,1400,286752.2857,100,11725.07143,42.64738274,2474.5
07/22/2016 22:32:35,5176709705.0,1120,69560,107099.9365,0,768,1008.0,0,1608.0,245029.7143,1400,286704.0,100,11740.0,42.61712301,2479.571429
07/22/2016 22:33:50,5184849774.0,1120,69560,107299.5556,0,768,1008.0,0,1608.0,245138.2857,1400,286655.7143,100,11754.92857,42.58686328,2484.642857
07/22/2016 22:33:05,5192989842.0,1120,69560,107499.1746,0,768,1008.0,0,1608.0,245246.8571,1400,286607.4286,100,11769.85714,42.55660355,2489.714286
07/22/2016 22:33:20,5201129911.0,1120,69560,107698.7937,0,768,1008.0,0,1608.0,245355.4286,1400,286559.1429,100,11784.78571,42.52634382,2494.785714
07/22/2016 22:33:35,5209269979.0,1120,69560,107898.4127,0,768,1008.0,0,1608.0,245464.0,1400,286510.8571,100,11799.71429,42.49608409,2499.857143
07/22/2016 22:34:50,5217410048.0,1120,69560,108098.0317,0,768,1008.0,0,1608.0,245572.5714,1400,286462.5714,100,11814.64286,42.46582436,2504.928571
07/22/2016 22:34:05,5225550117.0,1120,69560,108297.6508,0,768,1008.0,0,1608.0,245681.1429,1400,286414.2857,100,11829.57143,42.43556463,2510.0
07/22/2016 22:34:20,5233690185.0,1120,69560,108497.2698,0,768,1008.0,0,1608.0,245789.7143,1400,286366.0,100,11844.5,42.4053049,2515.071429
07/22/2016 22:34:35,5241830254.0,1120,69560,108696.8889,0,768,1008.0,0,1608.0,245898.2857,1400,286317.7143,100,11859.42857,42.37504517,2520.142857
07/22/2016 22:35:50,5249970322.0,1120,69560,108896.5079,0,768,1008.0,0,1608.0,246006.8571,1400,286269.4286,100,11874.35714,42.34478544,2525.214286
07/22/2016 22:35:05,5258110391.0,1120,69560,109096.127,0,768,1008.0,0,1608.0,246115.4286,1400,286221.1429,100,11889.28571,42.31452571,2530.285714
07/22/2016 22:35:20,5266250459.0,1120,69560,109295.746,0,768,1008.0,0,1608.0,246224.0,1400,286172.8571,100,11904.21429,42.28426598,2535.357143
07/22/2016 22:35:35,5274390528.0,1120,69560,109495.3651,0,768,1008.0,0,1608.0,246332.5714,1400,286124.5714,100,11919.14286,42.25400625,2540.428571
07/22/2016 22:36:50,5282530597.0,1120,69560,109694.9841,0,768,1008.0,0,1608.0,246441.1429,1400,286076.2857,100,11934.07143,42.22374652,2545.5
07/22/2016 22:36:05,5290670665.0,1120,69560,109894.6032,0,768,1008.0,0,1608.0,246549.7143,1400,286028.0,100,11949.0,42.19348679,2550.571429
07/22/2016 22:36:20,5298810734.0,1120,69560,110094.2222,0,768,1008.0,0,1608.0,246658.2857,1400,285979.7143,100,11963.92857,42.16322706,2555.642857
07/22/2016 22:36:50,5306950802.0,1120,69560,110293.8413,0,768,1008.0,0,1608.0,246766.8571,1400,285931.4286,100,11978.85714,42.13296734,2560.714286
07/22/2016 22:37:05,5315090871.0,1120,69560,110493.4603,0,768,1008.0,0,1608.0,246875.4286,1400,285883.1429,100,11993.78571,42.10270761,2565.785714
07/22/2016 22:37:20,5323230939.0,1120,69560,110693.0794,0,768,1008.0,0,1608.0,246984.0,1400,285834.8571,100,12008.71429,42.07244788,2570.857143
07/22/2016 22:37:35,5331371008.0,1120,69560,110892.6984,0,768,1008.0,0,1608.0,247092.5714,1400,285786.5714,100,12023.64286,42.04218815,2575.928571
07/22/2016 22:37:50,5339511077.0,1120,69560,111092.3175,0,768,1008.0,0,1608.0,247201.1429,1400,285738.2857,100,12038.57143,42.01192842,2581.0
07/22/2016 22:38:05,5347651145.0,1120,69560,111291.9365,0,768,1008.0,0,1608.0,247309.7143,1400,285690.0,100,12053.5,41.98166869,2586.071429
07/22/2016 22:38:20,5355791214.0,1120,69560,111491.5556,0,768,1008.0,0,1608.0,247418.2857,1400,285641.7143,100,12068.42857,41.95140896,2591.142857
07/22/2016 22:38:35,5363931282.0,1120,69560,111691.1746,0,768,1008.0,0,1608.0,247526.8571,1400,285593.4286,100,12083.35714,41.92114923,2596.214286
07/22/2016 22:38:50,5372071351.0,1120,69560,111890.7937,0,768,1008.0,0,1608.0,247635.4286,1400,285545.1429,100,12098.28571,41.8908895,2601.285714
07/22/2016 22:39:05,5380211419.0,1120,69560,112090.4127,0,768,1008.0,0,1608.0,247744.0,1400,285496.8571,100,12113.21429,41.86062977,2606.357143
07/22/2016 22:39:20,5388351488.0,1120,69560,112290.0317,0,768,1008.0,0,1608.0,247852.5714,1400,285448.5714,100,12128.14286,41.83037004,2611.428571
07/22/2016 22:39:35,5396491557.0,1120,69560,112489.6508,0,768,1008.0,0,1608.0,247961.1429,1400,285400.2857,100,12143.07143,41.80011031,2616.5
07/22/2016 22:39:50,5404631625.0,1120,69560,112689.2698,0,768,1008.0,0,1608.0,248069.7143,1400,285352.0,100,12158.0,41.76985058,2621.571429
07/22/2016 22:40:05,5412771694.0,1120,69560,112888.8889,0,768,1008.0,0,1608.0,248178.2857,1400,285303.7143,100,12172.92857,41.73959085,2626.642857
07/22/2016 22:40:20,5420911762.0,1120,69560,113088.5079,0,768,1008.0,0,1608.0,248286.8571,1400,285255.4286,100,12187.85714,41.70933112,2631.714286
07/22/2016 22:40:35,5429051831.0,1120,69560,113288.127,0,768,1008.0,0,1608.0,248395.4286,1400,285207.1429,100,12202.78571,41.67907139,2636.785714
07/22/2016 22:40:50,5437191899.0,1120,69560,113487.746,0,768,1008.0,0,1608.0,248504.0,1400,285158.8571,100,12217.71429,41.64881166,2641.857143
07/22/2016 22:41:05,5445331968.0,1120,69560,113687.3651,0,768,1008.0,0,1608.0,248612.5714,1400,285110.5714,100,12232.64286,41.61855193,2646.928571
07/22/2016 22:41:20,5453472037.0,1120,69560,113886.9841,0,768,1008.0,0,1608.0,248721.1429,1400,285062.2857,100,12247.57143,41.5882922,2652.0
07/22/2016 22:41:35,5461612105.0,1120,69560,114086.6032,0,768,1008.0,0,1608.0,248829.7143,1400,285014.0,100,12262.5,41.55803247,2657.071429
07/22/2016 22:41:50,5469752174.0,1120,69560,114286.2222,0,768,1008.0,0,1608.0,248938.2857,1400,284965.7143,100,12277.42857,41.52777275,2662.142857
07/22/2016 22:42:05,5477892242.0,1120,69560,114485.8413,0,768,1008.0,0,1608.0,249046.8571,1400,284917.4286,100,12292.35714,41.49751302,2667.214286
07/22/2016 22:42:20,5486032311.0,1120,69560,114685.4603,0,768,1008.0,0,1608.0,249155.4286,1400,284869.1429,100,12307.28571,41.46725329,2672.285714
07/22/2016 22:42:50,5494172379.0,1120,69560,114885.0794,0,768,1008.0,0,1608.0,249264.0,1400,284820.8571,100,12322.21429,41.43699356,2677.357143
07/22/2016 22:42:05,5502312448.0,1120,69560,115084.6984,0,768,1008.0,0,1608.0,249372.5714,1400,284772.5714,100,12337.14286,41.40673383,2682.428571
07/22/2016 22:43:20,5510452517.0,1120,69560,115284.3175,0,768,1008.0,0,1608.0,249481.1429,1400,284724.2857,100,12352.07143,41.3764741,2687.5
07/22/2016 22:43:35,5518592585.0,1120,69560,115483.9365,0,768,1008.0,0,1608.0,249589.7143,1400,284676.0,100,12367.0,41.34621437,2692.571429
07/22/2016 22:43:50,5526732654.0,1120,69560,115683.5556,0,768,1008.0,0,1608.0,249698.2857,1400,284627.7143,100,12381.92857,41.31595464,2697.642857
07/22/2016 22:43:05,5534872722.0,1120,69560,115883.1746,0,768,1008.0,0,1608.0,249806.8571,1400,284579.4286,100,12396.85714,41.28569491,2702.714286
07/22/2016 22:44:20,5543012791.0,1120,69560,116082.7937,0,768,1008.0,0,1608.0,249915.4286,1400,284531.1429,100,12411.78571,41.25543518,2707.785714
07/22/2016 22:44:35,5551152859.0,1120,69560,116282.4127,0,768,1008.0,0,1608.0,250024.0,1400,284482.8571,100,12426.71429,41.22517545,2712.857143
07/22/2016 22:44:50,5559292928.0,1120,69560,116482.0317,0,768,1008.0,0,1608.0,250132.5714,1400,284434.5714,100,12441.64286,41.19491572,2717.928571
07/22/2016 22:44:05,5567432997.0,1120,69560,116681.6508,0,768,1008.0,0,1608.0,250241.1429,1400,284386.2857,100,12456.57143,41.16465599,2723.0
07/22/2016 22:45:20,5575573065.0,1120,69560,116881.2698,0,768,1008.0,0,1608.0,250349.7143,1400,284338.0,100,12471.5,41.13439626,2728.071429
07/22/2016 22:45:35,5583713134.0,1120,69560,117080.8889,0,768,1008.0,0,1608.0,250458.2857,1400,284289.7143,100,12486.42857,41.10413653,2733.142857
07/22/2016 22:45:50,5591853202.0,1120,69560,117280.5079,0,768,1008.0,0,1608.0,250566.8571,1400,284241.4286,100,12501.35714,41.0738768,2738.214286
07/22/2016 22:45:05,5599993271.0,1120,69560,117480.127,0,768,1008.0,0,1608.0,250675.4286,1400,284193.1429,100,12516.28571,41.04361707,2743.285714
07/22/2016 22:46:20,5608133339.0,1120,69560,117679.746,0,768,1008.0,0,1608.0,250784.0,1400,284144.8571,100,12531.21429,41.01335734,2748.357143
07/22/2016 22:46:35,5616273408.0,1120,69560,117879.3651,0,768,1008.0,0,1608.0,250892.5714,1400,284096.5714,100,12546.14286,40.98309761,2753.428571
07/22/2016 22:46:50,5624413477.0,1120,69560,118078.9841,0,768,1008.0,0,1608.0,251001.1429,1400,284048.2857,100,12561.07143,40.95283789,2758.5
07/22/2016 22:46:05,5632553545.0,1120,69560,118278.6032,0,768,1008.0,0,1608.0,251109.7143,1400,284000.0,100,12576.0,40.92257816,2763.571429
07/22/2016 22:47:20,5640693614.0,1120,69560,118478.2222,0,768,1008.0,0,1608.0,251218.2857,1400,283951.7143,100,12590.92857,40.89231843,2768.642857
07/22/2016 22:47:35,5648833682.0,1120,69560,118677.8413,0,768,1008.0,0,1608.0,251326.8571,1400,283903.4286,100,12605.85714,40.8620587,2773.714286
07/22/2016 22:47:50,5656973751.0,1120,69560,118877.4603,0,768,1008.0,0,1608.0,251435.4286,1400,283855.1429,100,12620.78571,40.83179897,2778.785714
07/22/2016 22:47:05,5665113819.0,1120,69560,119077.0794,0,768,1008.0,0,1608.0,251544.0,1400,283806.8571,100,12635.71429,40.80153924,2783.857143
07/22/2016 22:48:20,5673253888.0,1120,69560,119276.6984,0,768,1008.0,0,1608.0,251652.5714,1400,283758.5714,100,12650.64286,40.77127951,2788.928571
07/22/2016 22:48:50,5681393957.0,1120,69560,119476.3175,0,768,1008.0,0,1608.0,251761.1429,1400,283710.2857,100,12665.57143,40.74101978,2794.0
07/22/2016 22:48:05,5689534025.0,1120,69560,119675.9365,0,768,1008.0,0,1608.0,251869.7143,1400,283662.0,100,12680.5,40.71076005,2799.071429
07/22/2016 22:48:20,5697674094.0,1120,69560,119875.5556,0,768,1008.0,0,1608.0,251978.2857,1400,283613.7143,100,12695.42857,40.68050032,2804.142857
07/22/2016 22:49:35,5705814162.0,1120,69560,120075.1746,0,768,1008.0,0,1608.0,252086.8571,1400,283565.4286,100,12710.35714,40.65024059,2809.214286
07/22/2016 22:49:50,5713954231.0,1120,69560,120274.7937,0,768,1008.0,0,1608.0,252195.4286,1400,283517.1429,100,12725.28571,40.61998086,2814.285714
07/22/2016 22:49:05,5722094299.0,1120,69560,120474.4127,0,768,1008.0,0,1608.0,252304.0,1400,283468.8571,100,12740.21429,40.58972113,2819.357143
07/22/2016 22:49:20,5730234368.0,1120,69560,120674.0317,0,768,1008.0,0,1608.0,252412.5714,1400,283420.5714,100,12755.14286,40.5594614,2824.428571
07/22/2016 22:50:35,5738374437.0,1120,69560,120873.6508,0,768,1008.0,0,1608.0,252521.1429,1400,283372.2857,100,12770.07143,40.52920167,2829.5
07/22/2016 22:50:50,5746514505.0,1120,69560,121073.2698,0,768,1008.0,0,1608.0,252629.7143,1400,283324.0,100,12785.0,40.49894194,2834.571429
