(PDH-CSV 4.0) (,Memory Manager\Database Cache Memory (MB),Memory Manager\Stolen Server Memory (MB),Memory Manager\Free Memory (MB),Memory Manager\Total Server Memory (MB),Memory Manager\Connection Memory (MB),Memory Manager\Lock Memory (MB),Memory Manager\Optimizer Memory (MB),Memory Manager\SQL Cache Memory (MB),Plan Cache(_Total)\Cache Memory (MB),Memory Manager\Reserved Server Memory (MB),Memory Manager\Granted Workspace Memory (MB),Buffer Manager\Page life expectancy,Buffer Manager\Lazy writes/sec,Buffer Manager\Buffer cache hit ratio,Plan Cache(_Total)\Cache Hit Ratio
11/28/2016 21:57:40.420,619.0546875,282.4375,122.5,1023.9921875,1.3125,14.9375,0.9921875,1.6484375,3.015625,0.0,0.0,80,0,100.0,86.9860279441
11/28/2016 21:57:50.429,619.0546875,282.4375,122.5,1023.9921875,1.3125,14.9375,0.9921875,1.6484375,3.015625,0.0,0.0,89,0,100.0,85.3658536585
11/28/2016 21:58:00.414,619.0546875,282.4375,122.5,1023.9921875,1.3125,14.9375,0.9921875,1.6484375,3.015625,0.0,0.0,99,0,100.0,85.3804077573
11/28/2016 21:58:10.416,619.0546875,282.515625,122.421875,1023.9921875,1.3125,14.9375,0.9921875,1.6484375,3.015625,0.0,0.0,109,0,100.0,85.3949329359
11/28/2016 21:58:20.424,619.0546875,282.515625,122.421875,1023.9921875,1.3125,14.9375,0.9921875,1.6484375,3.015625,0.0,0.0,119,0,100.0,85.4094292804
11/28/2016 21:58:30.426,619.0546875,282.515625,122.421875,1023.9921875,1.3125,14.9375,0.9921875,1.6484375,3.015625,0.0,0.0,129,0,100.0,85.4238968765
11/28/2016 21:58:40.426,619.0546875,282.515625,122.421875,1023.9921875,1.3125,14.9375,0.9921875,1.6484375,3.015625,0.0,0.0,139,0,100.0,85.4383358098
11/28/2016 21:58:50.429,619.0546875,282.515625,122.421875,1023.9921875,1.3125,14.9375,0.9921875,1.6484375,3.015625,0.0,0.0,150,0,100.0,85.4671280277
11/28/2016 21:59:00.420,619.0546875,282.515625,122.421875,1023.9921875,1.3125,14.9375,0.9921875,1.6484375,3.015625,0.0,0.0,160,0,100.0,85.4814814815
11/28/2016 21:59:10.422,619.0546875,282.515625,122.421875,1023.9921875,1.3125,14.9375,0.9921875,1.6484375,3.015625,0.0,0.0,170,0,100.0,85.4958066108
11/28/2016 21:59:20.424,619.0546875,282.515625,122.421875,1023.9921875,1.3125,14.9375,0.9921875,1.6484375,3.015625,0.0,0.0,180,0,100.0,85.5101034993
11/28/2016 21:59:30.427,619.8125,283.0703125,121.109375,1023.9921875,1.3125,14.9375,0.9921875,1.6484375,3.421875,0.0,0.0,190,0,100.0,85.4054054054
11/28/2016 21:59:40.415,622.125,285.6640625,116.203125,1023.9921875,1.3125,14.9375,0.9921875,1.6484375,4.015625,0.0,0.0,200,0,100.0,85.3921568627
11/28/2016 21:59:50.421,704.03125,286.5703125,33.390625,1023.9921875,1.3125,14.9375,0.9921875,1.6484375,4.015625,0.0,0.0,209,9.6944396520769711,99.9810740478,85.4207436399
11/28/2016 22:00:00.417,705.6875,285.34375,32.9609375,1023.9921875,1.3125,14.9375,0.9921875,1.6484375,4.015625,0.0,0.0,2,16.007075757805914,99.9984699938,85.4349951124
11/28/2016 22:00:10.426,704.5234375,285.5078125,33.9609375,1023.9921875,1.3125,14.9375,0.9921875,1.6484375,4.015625,0.0,0.0,8,6.6933994339095229,99.9985419269,85.44921875
11/28/2016 22:00:20.422,705.9296875,285.453125,32.609375,1023.9921875,1.3125,14.9375,0.9921875,1.6484375,4.015625,0.0,0.0,10,5.4023563983885028,99.9986105064,85.4634146341
11/28/2016 22:00:30.422,705.5546875,285.2890625,33.1484375,1023.9921875,1.328125,14.9375,0.9921875,1.6484375,4.015625,0.0,0.0,10,2.800127189937315,99.9988668256,85.477582846
11/28/2016 22:00:40.415,707.0390625,284.9296875,32.0234375,1023.9921875,1.3125,14.9375,0.9921875,1.6484375,4.015625,0.0,0.0,12,0.40024529720416568,99.9990534767,85.4917234664
11/28/2016 22:00:50.414,703.28125,286.7265625,33.984375,1023.9921875,1.3828125,14.9375,0.9921875,1.6484375,4.328125,0.0,0.0,13,1.4001682218612193,99.9985124411,85.3954391072
11/28/2016 22:01:00.427,705.0625,286.9296875,32.0,1023.9921875,1.3828125,14.9375,0.9921875,1.6484375,4.875,0.0,0.0,19,1.6978595452449396,99.9986042996,85.2855759923
11/28/2016 22:01:10.419,702.0703125,289.4453125,32.4765625,1023.9921875,1.390625,14.9375,0.9921875,1.6484375,7.046875,0.0,0.0,19,0,99.9948516623,84.685549688
11/28/2016 22:01:20.427,701.2421875,289.8359375,32.9140625,1023.9921875,1.3828125,14.9375,0.9921875,1.6484375,7.5703125,0.0,0.0,15,1.0991322690703529,99.9978286576,84.619070436
11/28/2016 22:01:30.427,699.9765625,290.3984375,33.6171875,1023.9921875,1.3828125,14.9375,0.9921875,1.6484375,7.5703125,0.0,0.0,11,2.7000369547411349,99.9989611973,84.6337960747
11/28/2016 22:01:40.423,701.2109375,290.78125,32.0,1023.9921875,1.3828125,14.9375,0.9921875,1.6484375,7.5703125,0.0,0.0,13,2.3009638742488598,99.9988818626,84.6484935438
11/28/2016 22:01:50.418,700.0,290.3984375,33.59375,1023.9921875,1.3828125,14.9375,0.9921875,1.6484375,7.5703125,0.0,0.0,14,0.10004141529839788,99.9987136094,84.6778042959
11/28/2016 22:02:00.416,701.296875,290.375,32.3203125,1023.9921875,1.3828125,14.9375,0.9921875,1.6484375,7.5703125,0.0,0.0,14,1.4002770576074826,99.9980793239,84.6924177396
11/28/2016 22:02:10.419,699.265625,291.4140625,33.3125,1023.9921875,1.3828125,14.9375,0.9921875,1.6484375,7.5703125,0.0,0.0,11,1.9994347257949754,99.9978148674,84.7070033349
11/28/2016 22:02:20.421,701.734375,290.265625,31.9921875,1023.9921875,1.3828125,14.9375,0.9921875,1.6484375,7.5703125,0.0,0.0,14,0,99.9997487396,84.7215611614
11/28/2016 22:02:30.418,699.25,290.8046875,33.9375,1023.9921875,1.3828125,14.9375,0.9921875,1.6484375,7.5703125,0.0,0.0,18,3.2010232750929757,99.9985852741,84.7360912981
11/28/2016 22:02:40.414,698.96875,291.03125,33.9921875,1023.9921875,1.3828125,14.9375,0.9921875,1.6484375,7.5703125,0.0,0.0,11,2.300825453423049,99.998464738,84.7505938242
11/28/2016 22:02:50.415,701.0234375,290.5078125,32.4609375,1023.9921875,1.3828125,14.9375,0.9921875,1.6484375,7.5703125,0.0,0.0,10,1.2998958093834339,99.9985131676,84.7795163585
11/28/2016 22:03:00.422,701.3515625,290.484375,32.15625,1023.9921875,1.3828125,15.0,0.9921875,1.6484375,7.5703125,0.0,0.0,10,0.59960941206642304,99.9986724512,84.793936523
11/28/2016 22:03:10.420,700.28125,291.3359375,32.375,1023.9921875,1.3828125,15.0,0.9921875,1.6484375,7.5703125,0.0,0.0,11,1.900213832543141,99.9977239038,84.8083293895
11/28/2016 22:03:20.422,700.1015625,290.5546875,33.3359375,1023.9921875,1.3828125,15.0,0.9921875,1.6484375,7.5703125,0.0,0.0,10,0.69987969272873762,99.9981384613,84.8226950355
11/28/2016 22:03:30.419,700.796875,291.0390625,32.15625,1023.9921875,1.3828125,15.0,0.9921875,1.6484375,7.5703125,0.0,0.0,10,0.40012784090909093,99.998736387,84.837033538
11/28/2016 22:03:40.429,701.0390625,290.921875,32.03125,1023.9921875,1.3828125,15.0,0.9921875,1.6484375,7.5703125,0.0,0.0,9,2.2977365885265502,99.9978689398,84.851344974
11/28/2016 22:03:50.428,701.40625,290.6484375,31.9375,1023.9921875,1.3828125,15.0,0.9921875,1.6484375,7.5703125,0.0,0.0,10,0.40004951796129729,99.9985217972,84.8798869524
11/28/2016 22:04:00.416,699.859375,290.7890625,33.34375,1023.9921875,1.3828125,15.0,0.9921875,1.6484375,7.5703125,0.0,0.0,12,2.502974951569386,99.998472262,84.8941176471
11/28/2016 22:04:10.422,699.125,291.4296875,33.4375,1023.9921875,1.3828125,15.0,0.9921875,1.6484375,7.5703125,0.0,0.0,10,3.6976237743529206,99.9977719306,84.9083215797
11/28/2016 22:04:20.428,701.265625,290.7265625,32.0,1023.9921875,1.3828125,15.0,0.9921875,1.6484375,7.5703125,0.0,0.0,11,0.49971013727037106,99.9940965219,84.9224988257
11/28/2016 22:04:30.427,699.078125,291.0,33.9140625,1023.9921875,1.3828125,15.0,0.9921875,1.6484375,7.5703125,0.0,0.0,11,1.1000513319992975,99.9984070714,84.9366494603
11/28/2016 22:04:40.426,700.8828125,290.59375,32.515625,1023.9921875,1.3125,15.0,0.9921875,1.6484375,7.5703125,0.0,0.0,12,4.2005905552482972,99.9972127914,84.9507735584
11/28/2016 22:04:50.421,699.8828125,290.8515625,33.2578125,1023.9921875,1.3125,15.0,0.9921875,1.6484375,7.5703125,0.0,0.0,11,5.4025688479167391,99.9936329254,84.9789424427
11/28/2016 22:05:00.415,701.5546875,290.4921875,31.9453125,1023.9921875,1.3125,15.0,0.9921875,1.6484375,7.5703125,0.0,0.0,11,1.0006313148875485,99.9975902376,84.9929873773
11/28/2016 22:05:10.428,701.3046875,290.6171875,32.0703125,1023.9921875,1.3125,15.0,0.9921875,1.6484375,7.5703125,0.0,0.0,11,0.89886570455571257,99.9966119579,85.0070060719
11/28/2016 22:05:20.425,701.4140625,290.640625,31.9375,1023.9921875,1.3125,15.0,0.9921875,1.6484375,7.5703125,0.0,0.0,9,1.8005093426548247,99.9993889236,85.0209986001
11/28/2016 22:05:30.420,701.4921875,290.5703125,31.9296875,1023.9921875,1.3125,15.0,0.9921875,1.6484375,7.5703125,0.0,0.0,10,1.1005184803708976,99.9983112463,85.034965035
11/28/2016 22:05:40.419,700.15625,290.9453125,32.890625,1023.9921875,1.3125,15.0,0.9921875,1.6484375,7.5703125,0.0,0.0,9,1.1001541515560127,99.9987561475,85.0489054495
11/28/2016 22:05:50.423,701.59375,290.40625,31.9921875,1023.9921875,1.3125,15.0,0.9921875,1.6484375,7.5703125,0.0,0.0,11,2.0989867882239217,99.9988370504,85.0767085077
11/28/2016 22:06:00.416,700.421875,290.5625,33.0078125,1023.9921875,1.3125,15.0,0.9921875,1.6484375,7.5703125,0.0,0.0,10,2.7020917276908896,99.9981913033,85.0905712959
11/28/2016 22:06:10.426,700.2734375,290.9453125,32.7734375,1023.9921875,1.3125,15.0,0.9921875,1.6484375,7.5703125,0.0,0.0,11,5.1948962622269397,99.9987450718,85.1044083527
11/28/2016 22:06:20.421,700.8515625,290.515625,32.625,1023.9921875,1.3125,15.0,0.9921875,1.6484375,7.5703125,0.0,0.0,12,3.9018339075130295,99.9988190697,85.1182197497
11/28/2016 22:06:30.414,701.6015625,290.4375,31.953125,1023.9921875,1.3125,15.0,0.9921875,1.6484375,7.5703125,0.0,0.0,13,1.7010817532692142,99.997880186,85.1320055581
11/28/2016 22:06:40.419,699.7734375,291.0234375,33.1953125,1023.9921875,1.3125,15.0,0.9921875,1.6484375,7.5703125,0.0,0.0,14,0.99952529509382393,99.9989149562,85.1457658491
11/28/2016 22:06:50.425,701.1171875,290.8828125,31.9921875,1023.9921875,1.3125,15.0,0.9921875,1.6484375,7.5703125,0.0,0.0,12,0.8995120838105426,99.9984431815,85.1732101617
11/28/2016 22:07:00.416,699.28125,290.9375,33.7734375,1023.9921875,1.3125,15.0,0.9921875,1.6484375,7.5703125,0.0,0.0,10,0.70057717543695031,99.9984257956,85.186894324
11/28/2016 22:07:10.429,701.6484375,289.9140625,32.4296875,1023.9921875,1.3125,15.0,0.9921875,1.6484375,7.5234375,0.0,0.0,14,0.29962037844427569,99.3038289408,85.2005532503
11/28/2016 22:07:20.428,702.3515625,289.671875,31.96875,1023.9921875,1.3125,15.0,0.9921875,1.6484375,7.5234375,0.0,0.0,14,0.40003966130138346,99.5073891626,85.2141870106
11/28/2016 22:07:30.422,701.5390625,289.4296875,33.0234375,1023.9921875,1.3125,15.0,0.9921875,1.6484375,7.5234375,0.0,0.0,12,0,99.2927864215,85.2277956742
11/28/2016 22:07:40.423,702.2265625,289.7890625,31.9765625,1023.9921875,1.3125,15.0,0.9921875,1.6484375,7.5234375,0.0,0.0,11,0,99.2397660819,85.2413793103
11/28/2016 22:07:50.425,702.515625,289.5390625,31.9375,1023.9921875,1.3125,15.0,0.9921875,1.6484375,7.5234375,0.0,0.0,10,0,99.48,85.268471776
11/28/2016 22:08:00.416,701.9296875,290.0390625,32.0234375,1023.9921875,1.3125,15.0,0.9921875,1.6484375,7.546875,0.0,0.0,8,0,99.9625942936,85.2564102564
11/28/2016 22:08:10.416,700.8515625,290.8828125,32.2578125,1023.9921875,1.3125,15.0,0.9921875,1.6484375,7.5703125,0.0,0.0,13,5.59964314063612,99.9751812654,85.2444038374
11/28/2016 22:08:20.419,701.046875,290.4375,32.5078125,1023.9921875,1.3125,15.0,0.9921875,1.6484375,7.5703125,0.0,0.0,14,0.19995552794106769,100.0,85.2578731173
11/28/2016 22:08:30.421,700.0,290.875,33.1171875,1023.9921875,1.3125,15.0,0.9921875,1.6484375,7.5703125,0.0,0.0,21,10.597313988132145,99.9426219475,85.2713178295
11/28/2016 22:08:40.423,701.78125,290.2109375,32.0,1023.9921875,1.3125,15.0,0.9921875,1.6484375,7.5703125,0.0,0.0,2,5.3987623168586865,99.9981593576,85.284738041
11/28/2016 22:08:50.428,700.8203125,290.7109375,32.4609375,1023.9921875,1.3125,15.0,0.9921875,1.6484375,7.5703125,0.0,0.0,8,5.7972363024111067,99.9985249064,85.3115052296
11/28/2016 22:09:00.428,701.359375,290.359375,32.2734375,1023.9921875,1.3125,15.0,0.9921875,1.6484375,7.5703125,0.0,0.0,10,11.700637572289246,99.9981396841,85.3248523398
11/28/2016 22:09:10.421,699.6171875,290.5546875,33.8203125,1023.9921875,1.3125,15.0,0.9921875,1.6484375,7.5703125,0.0,0.0,9,1.4008681927160147,99.9983773591,85.3381752156
11/28/2016 22:09:20.419,701.921875,290.0703125,32.0,1023.9921875,1.3125,15.0,0.9921875,1.6484375,7.5703125,0.0,0.0,13,1.0002142007985109,99.9988174008,85.3514739229
11/28/2016 22:09:30.424,701.2265625,290.765625,32.0,1023.9921875,1.3125,15.0,0.9921875,1.6484375,7.5703125,0.0,0.0,8,0.29985390947654378,99.9980387901,85.3647485274
11/28/2016 22:09:40.421,701.453125,290.5703125,31.96875,1023.9921875,1.3125,15.0,0.9921875,1.6484375,7.5703125,0.0,0.0,11,0.80026893243757069,99.9988021577,85.3779990946
11/28/2016 22:09:50.423,701.03125,290.6484375,32.3125,1023.9921875,1.3125,15.0,0.9921875,1.6484375,7.5703125,0.0,0.0,10,1.6995400827234504,99.9977565238,85.4044283778
11/28/2016 22:10:00.427,700.96875,291.09375,31.9296875,1023.9921875,1.3125,15.0,0.9921875,1.6484375,7.5703125,0.0,0.0,10,0.89965084099836234,99.9985659643,85.4176072235
11/28/2016 22:10:10.429,700.78125,291.265625,31.9453125,1023.9921875,1.3125,15.0,0.9921875,1.6484375,7.5703125,0.0,0.0,11,1.99963676820864,99.99823712,85.4307622914
11/28/2016 22:10:20.417,700.6953125,291.0703125,32.2265625,1023.9921875,1.3125,15.0,0.9921875,1.6484375,7.5703125,0.0,0.0,10,0.50062676119338623,99.9990862573,85.4438936458
11/28/2016 22:10:30.423,701.3046875,290.7109375,31.9765625,1023.9921875,1.3125,15.0,0.9921875,1.6484375,7.5703125,0.0,0.0,10,0.79952900830352414,99.9985028457,85.4570013507
11/28/2016 22:10:40.427,701.4375,290.6484375,31.90625,1023.9921875,1.3125,15.0,0.9921875,1.6484375,7.5703125,0.0,0.0,11,0.39981218620481768,99.9987957716,85.4700854701
11/28/2016 22:10:50.419,700.40625,291.2578125,32.328125,1023.9921875,1.359375,15.0,0.9921875,1.6484375,7.5703125,0.0,0.0,13,0.80066267940914482,99.9963920191,85.5674709562
11/28/2016 22:11:00.425,700.53125,290.890625,32.5703125,1023.9921875,1.359375,15.0,0.9921875,1.6484375,7.5703125,0.0,0.0,10,0.29980650009232601,99.9985646568,85.6060606061
11/28/2016 22:11:10.415,700.7421875,291.2890625,31.9609375,1023.9921875,1.359375,15.0,0.9921875,1.6484375,7.5703125,0.0,0.0,11,3.6036427506084352,99.9982182506,85.6188780053
11/28/2016 22:11:20.425,701.0234375,290.734375,32.234375,1023.9921875,1.359375,15.0,0.9921875,1.6484375,7.5703125,0.0,0.0,12,1.098947175640522,99.9972807325,85.6316725979
11/28/2016 22:11:30.414,701.40625,290.4921875,32.09375,1023.9921875,1.3671875,15.0,0.9921875,1.6484375,7.5703125,0.0,0.0,13,0.10010608210642002,99.9985454969,85.6444444444
11/28/2016 22:11:40.425,700.6484375,291.3828125,31.9609375,1023.9921875,1.3671875,15.0625,0.9921875,1.6484375,7.5703125,0.0,0.0,10,0.3995528067961473,99.9975163031,85.6571936057
11/28/2016 22:11:50.416,700.8125,291.21875,31.9609375,1023.9921875,1.3671875,15.0625,0.9921875,1.6484375,7.5703125,0.0,0.0,10,1.4013172709716959,99.9985748333,85.6826241135
11/28/2016 22:12:00.428,699.5390625,291.75,32.703125,1023.9921875,1.3671875,15.0625,0.9921875,1.6484375,7.5703125,0.0,0.0,9,5.3936829121655219,99.9965116859,85.6953055802
11/28/2016 22:12:10.414,700.140625,291.6328125,32.21875,1023.9921875,1.3671875,15.0625,0.9921875,1.6484375,7.5703125,0.0,0.0,15,1.8024192843787679,99.9986520428,85.7079646018
11/28/2016 22:12:20.428,700.5,291.578125,31.9140625,1023.9921875,1.3671875,15.0625,0.9921875,1.6484375,7.5703125,0.0,0.0,15,0.19972745803102265,99.9991550924,85.7206012378
11/28/2016 22:12:30.422,699.5625,291.6875,32.7421875,1023.9921875,1.3671875,15.0625,0.9921875,1.6484375,7.5703125,0.0,0.0,13,1.801007951963405,99.9984390454,85.7332155477
11/28/2016 22:12:40.415,698.6953125,292.0859375,33.2109375,1023.9921875,1.3671875,15.0625,0.9921875,1.6484375,7.5703125,0.0,0.0,10,1.300929168747363,99.9976031255,85.7458075905
11/28/2016 22:12:50.429,698.6796875,291.7734375,33.5390625,1023.9921875,1.3671875,15.0625,0.9921875,1.6484375,7.5703125,0.0,0.0,11,2.9958606858007153,99.9990398341,85.7709251101
11/28/2016 22:13:00.422,700.0234375,291.625,32.34375,1023.9921875,1.3671875,15.0625,0.9921875,1.6484375,7.5703125,0.0,0.0,14,3.1022568724460169,99.9983301513,85.7834507042
11/28/2016 22:13:10.428,700.1640625,291.2421875,32.5859375,1023.9921875,1.3671875,15.0625,0.9921875,1.6484375,7.5703125,0.0,0.0,15,0.79949039060322391,99.9988305613,85.7959542656
11/28/2016 22:13:20.424,699.890625,291.6640625,32.4375,1023.9921875,1.3671875,15.0625,0.9921875,1.6484375,7.5703125,0.0,0.0,12,0.60026929649019822,99.9987298669,85.8084358524
11/28/2016 22:13:30.420,699.0625,291.890625,33.0390625,1023.9921875,1.3671875,15.0625,0.9921875,1.6484375,7.5703125,0.0,0.0,11,0.60019268581157115,99.998498353,85.8208955224
11/28/2016 22:13:40.420,700.7265625,291.2734375,31.9921875,1023.9921875,1.3671875,15.0625,0.9921875,1.6484375,7.5703125,0.0,0.0,11,3.4000455176200708,99.9966251404,85.8333333333
11/28/2016 22:13:50.419,700.6875,291.3046875,32.0,1023.9921875,1.3671875,15.0625,0.9921875,1.6484375,7.5703125,0.0,0.0,12,1.5002625750026373,99.9982557582,85.8581436077
11/28/2016 22:14:00.418,700.6328125,291.3671875,31.9921875,1023.9921875,1.3671875,15.0625,0.9921875,1.6484375,7.5703125,0.0,0.0,12,1.3000860226625721,99.9981607464,85.8705161855
11/28/2016 22:14:10.427,699.6796875,291.6796875,32.6328125,1023.9921875,1.3203125,15.0625,0.9921875,1.6484375,7.5703125,0.0,0.0,12,2.1980021725938239,99.9984343393,85.8828671329
11/28/2016 22:14:20.429,699.65625,292.1953125,32.140625,1023.9921875,1.3203125,15.0625,0.9921875,1.6484375,7.5703125,0.0,0.0,9,1.4996989732248025,99.9987843173,85.8951965066
11/28/2016 22:14:30.416,700.2890625,291.703125,32.0,1023.9921875,1.3203125,15.0625,0.9921875,1.6484375,7.5703125,0.0,0.0,10,0.6008072772733396,99.9989290089,85.907504363
11/28/2016 22:14:40.417,700.0078125,291.625,32.359375,1023.9921875,1.3203125,15.0625,0.9921875,1.6484375,7.5703125,0.0,0.0,11,0.79987139940683449,99.9989863506,85.9197907585
11/28/2016 22:14:50.425,698.53125,291.6953125,33.765625,1023.9921875,1.3203125,15.0625,0.9921875,1.6484375,7.5703125,0.0,0.0,12,1.5987285536596989,99.9986969509,85.9442993908
11/28/2016 22:15:00.423,699.859375,292.171875,31.9609375,1023.9921875,1.3203125,15.0625,0.9921875,1.6484375,7.5703125,0.0,0.0,13,0.70012621890220572,99.9985539341,85.9565217391
11/28/2016 22:15:10.428,699.296875,291.78125,32.9140625,1023.9921875,1.3203125,15.0625,0.9921875,1.6484375,7.5703125,0.0,0.0,10,1.7991373782248921,99.9988306874,85.9687228497
11/28/2016 22:15:20.420,700.484375,291.4453125,32.0625,1023.9921875,1.3203125,15.0625,0.9921875,1.6484375,7.5703125,0.0,0.0,10,4.403712788025012,99.9988024299,85.9809027778
11/28/2016 22:15:30.428,699.65625,291.7734375,32.5625,1023.9921875,1.3203125,15.0625,0.9921875,1.6484375,7.5703125,0.0,0.0,10,1.1989498284862592,99.9979017751,85.9930615785
11/28/2016 22:15:40.428,700.5859375,291.2890625,32.1171875,1023.9921875,1.3203125,15.0625,0.9921875,1.6484375,7.5703125,0.0,0.0,10,2.4001708228454679,99.9984455772,86.0051993068
11/28/2016 22:15:50.426,700.0546875,291.2265625,32.7109375,1023.9921875,1.3671875,15.0625,0.9921875,1.6484375,7.546875,0.0,0.0,10,1.9003768197260447,99.9979090352,86.0414866033
11/28/2016 22:16:00.417,701.890625,290.1328125,31.96875,1023.9921875,1.3671875,15.0625,0.9921875,1.6484375,7.5234375,0.0,0.0,10,0.300249532989804,99.4989262706,86.0535405872
11/28/2016 22:16:10.414,701.171875,290.6484375,32.171875,1023.9921875,1.3671875,15.0625,0.9921875,1.6484375,7.5234375,0.0,0.0,10,0.60018315899856822,99.291856348,86.0655737705
11/28/2016 22:16:20.423,700.8359375,290.71875,32.4375,1023.9921875,1.3671875,15.0625,0.9921875,1.6484375,7.5703125,0.0,0.0,10,4.096662957868638,99.9909105665,86.0275150473
11/28/2016 22:16:30.427,698.5234375,293.4921875,31.9765625,1023.9921875,1.375,15.0625,0.9921875,1.6484375,7.5703125,0.0,0.0,10,13.193820194337013,99.9931325393,86.0395189003
11/28/2016 22:16:40.423,699.265625,292.984375,31.7421875,1023.9921875,1.375,15.0625,0.9921875,1.6484375,7.5703125,0.0,0.0,5,7.8032647842013398,99.9983291124,86.0515021459
11/28/2016 22:16:50.424,700.8828125,291.2109375,31.8984375,1023.9921875,1.3828125,15.0625,0.9921875,1.6484375,7.5703125,0.0,0.0,7,1.9997178360583023,99.9980089783,86.0754070266
11/28/2016 22:17:00.427,700.796875,291.2109375,31.984375,1023.9921875,1.375,15.0625,0.9921875,1.6484375,7.5703125,0.0,0.0,10,0.79983192776383238,99.9984668346,86.0873287671
11/28/2016 22:17:10.422,700.0703125,291.2265625,32.6953125,1023.9921875,1.390625,15.0625,0.9921875,1.6484375,7.5703125,0.0,0.0,9,2.0008270217725634,99.999249564,86.0992301112
11/28/2016 22:17:20.427,700.3984375,291.6171875,31.9765625,1023.9921875,1.375,15.0625,0.9921875,1.6484375,7.5703125,0.0,0.0,10,6.8966891554682235,99.9986793275,86.1111111111
11/28/2016 22:17:30.418,700.8046875,291.21875,31.96875,1023.9921875,1.375,15.0625,0.9921875,1.6484375,7.5703125,0.0,0.0,7,6.0056716723342003,99.9987338937,86.122971819
11/28/2016 22:17:40.420,700.109375,291.75,32.1328125,1023.9921875,1.375,15.0625,0.9921875,1.6484375,7.5703125,0.0,0.0,8,1.6996266389388321,99.9976095468,86.1348122867
11/28/2016 22:17:50.414,700.5234375,291.484375,31.984375,1023.9921875,1.375,15.0625,0.9921875,1.6484375,7.5703125,0.0,0.0,9,2.6014770833819241,99.9982428249,86.1584327087
11/28/2016 22:18:00.415,700.34375,291.2109375,32.4375,1023.9921875,1.375,15.0625,0.9921875,1.6484375,7.5703125,0.0,0.0,9,2.6998015010613514,99.9987779221,86.170212766
11/28/2016 22:18:10.428,700.1484375,291.21875,32.625,1023.9921875,1.375,15.0625,0.9921875,1.6484375,7.5703125,0.0,0.0,9,0.99872853671513084,99.9987123477,86.1819727891
11/28/2016 22:18:20.420,700.453125,291.375,32.1640625,1023.9921875,1.375,15.0625,0.9921875,1.6484375,7.5703125,0.0,0.0,8,0.40032026963946982,99.9982799529,86.1937128292
11/28/2016 22:18:30.420,700.484375,291.5625,31.9453125,1023.9921875,1.375,15.0625,0.9921875,1.6484375,7.5703125,0.0,0.0,9,2.3998364886493433,99.9989018471,86.2054329372
11/28/2016 22:18:40.426,700.140625,291.8984375,31.953125,1023.9921875,1.375,15.0625,0.9921875,1.6484375,7.5703125,0.0,0.0,8,1.0993597643418456,99.9980885194,86.2171331637
11/28/2016 22:18:50.423,700.765625,291.2265625,32.0,1023.9921875,1.375,15.0625,0.9921875,1.6484375,7.5703125,0.0,0.0,8,2.2007241221196958,99.9987794235,86.2404741744
11/28/2016 22:19:00.419,699.4921875,291.7578125,32.7421875,1023.9921875,1.375,15.0625,0.9921875,1.6484375,7.5703125,0.0,0.0,9,0.5001906607224107,99.9983544178,86.2521150592
11/28/2016 22:19:10.426,699.75,291.8046875,32.4375,1023.9921875,1.375,15.0625,0.9921875,1.6484375,7.5703125,0.0,0.0,11,0.39972476070966401,99.998563886,86.2637362637
11/28/2016 22:19:20.424,700.6953125,291.34375,31.953125,1023.9921875,1.375,15.0625,0.9921875,1.6484375,7.5703125,0.0,0.0,9,1.3002345177776591,99.9988033884,86.2753378378
11/28/2016 22:19:30.417,700.40625,291.2109375,32.375,1023.9921875,1.375,15.0625,0.9921875,1.6484375,7.5703125,0.0,0.0,11,1.3009824028688568,99.9987772531,86.2869198312
11/28/2016 22:19:40.426,699.921875,291.2578125,32.8125,1023.9921875,1.2734375,15.0625,0.9921875,1.6484375,7.5703125,0.0,0.0,10,2.197950232957985,99.9987206891,86.2984822934
11/28/2016 22:19:50.418,700.1796875,291.671875,32.140625,1023.9921875,1.2734375,15.0625,0.9921875,1.6484375,7.5703125,0.0,0.0,9,1.100910807178157,99.9988080066,86.3215488215
11/28/2016 22:20:00.415,700.265625,291.6484375,32.078125,1023.9921875,1.3125,15.0625,0.9921875,1.6484375,7.5703125,0.0,0.0,10,1.8005951599102912,99.998806847,86.3330529857
11/28/2016 22:20:10.426,700.5859375,291.1171875,32.2890625,1023.9921875,1.3125,15.125,0.9921875,1.6484375,7.5703125,0.0,0.0,10,1.6979848101620565,99.9986310703,86.3445378151
11/28/2016 22:20:20.420,700.6171875,291.375,32.0,1023.9921875,1.3125,15.125,0.9921875,1.6484375,7.5703125,0.0,0.0,10,1.7011544870202762,99.9977415031,86.3560033585
11/28/2016 22:20:30.416,700.390625,291.59375,32.0078125,1023.9921875,1.34375,15.125,0.9921875,1.6484375,7.5703125,0.0,0.0,10,2.800934672367505,99.9972883818,86.3674496644
11/28/2016 22:20:40.425,700.515625,291.4921875,31.984375,1023.9921875,1.34375,15.125,0.9921875,1.6484375,7.5703125,0.0,0.0,7,2.2980195781964419,99.9979298566,86.3788767812
11/28/2016 22:20:50.419,700.8828125,291.109375,32.0,1023.9921875,1.3671875,15.125,0.9921875,1.6484375,7.5703125,0.0,0.0,10,2.5015698292849171,99.996430041,86.4243943191
